it,int, long int, float, double, long double
518,0,0,inf,inf,'6.52527175701093507e+1182'
519,0,0,inf,inf,'3.3866160418886753e+1185'
520,0,0,inf,inf,'1.76104034178211116e+1188'
521,0,0,inf,inf,'9.17502018068479912e+1190'
522,0,0,inf,inf,'4.78936053431746514e+1193'
523,0,0,inf,inf,'2.50483555944803427e+1196'
524,0,0,inf,inf,'1.31253383315076996e+1199'
525,0,0,inf,inf,'6.89080262404154227e+1201'
526,0,0,inf,inf,'3.62456218024585124e+1204'
527,0,0,inf,inf,'1.9101442689895636e+1207'
528,0,0,inf,inf,'1.00855617402648958e+1210'
529,0,0,inf,inf,'5.33526216060012989e+1212'
530,0,0,inf,inf,'2.82768894511806884e+1215'
531,0,0,inf,inf,'1.50150282985769455e+1218'
532,0,0,inf,inf,'7.98799505484293503e+1220'
533,0,0,inf,inf,'4.25760136423128437e+1223'
534,0,0,inf,inf,'2.27355912849950585e+1226'
535,0,0,inf,inf,'1.21635413374723563e+1229'
536,0,0,inf,inf,'6.51965815688518299e+1231'
537,0,0,inf,inf,'3.50105643024734326e+1234'
538,0,0,inf,inf,'1.88356835947307068e+1237'
539,0,0,inf,inf,'1.01524334575598509e+1240'
540,0,0,inf,inf,'5.48231406708231951e+1242'
541,0,0,inf,inf,'2.96593191029153485e+1245'
542,0,0,inf,inf,'1.60753509537801189e+1248'
543,0,0,inf,inf,'8.72891556790260457e+1250'
544,0,0,inf,inf,'4.74853006893901688e+1253'
545,0,0,inf,inf,'2.5879488875717642e+1256'
546,0,0,inf,inf,'1.41302009261418325e+1259'
547,0,0,inf,inf,'7.7292199065995824e+1261'
548,0,0,inf,inf,'4.23561250881657116e+1264'
549,0,0,inf,inf,'2.32535126734029756e+1267'
550,0,0,inf,inf,'1.27894319703716366e+1270'
551,0,0,inf,inf,'7.04697701567477177e+1272'
552,0,0,inf,inf,'3.88993131265247402e+1275'
553,0,0,inf,inf,'2.15113201589681813e+1278'
554,0,0,inf,inf,'1.19172713680683724e+1281'
555,0,0,inf,inf,'6.61408560927794671e+1283'
556,0,0,inf,inf,'3.67743159875853837e+1286'
557,0,0,inf,inf,'2.04832940050850587e+1289'
558,0,0,inf,inf,'1.14296780548374628e+1292'
559,0,0,inf,inf,'6.38919003265414169e+1294'
560,0,0,inf,inf,'3.57794641828631934e+1297'
561,0,0,inf,inf,'2.00722794065862515e+1300'
562,0,0,inf,inf,'1.12806210265014734e+1303'
563,0,0,inf,inf,'6.3509896379203295e+1305'
564,0,0,inf,inf,'3.58195815578706584e+1308'
565,0,0,inf,inf,'2.0238063580196922e+1311'
566,0,0,inf,inf,'1.14547439863914578e+1314'
567,0,0,inf,inf,'6.4948398402839566e+1316'
568,0,0,inf,inf,'3.68906902928128735e+1319'
569,0,0,inf,inf,'2.0990802776610525e+1322'
570,0,0,inf,inf,'1.19647575826679993e+1325'
571,0,0,inf,inf,'6.83187657970342757e+1327'
572,0,0,inf,inf,'3.90783340359036057e+1330'
573,0,0,inf,inf,'2.23918854025727661e+1333'
574,0,0,inf,inf,'1.28529422210767677e+1336'
575,0,0,inf,inf,'7.39044177711914144e+1338'
576,0,0,inf,inf,'4.25689446362062547e+1341'
577,0,0,inf,inf,'2.4562281055091009e+1344'
578,0,0,inf,inf,'1.41969984498426032e+1347'
579,0,0,inf,inf,'8.22006210245886724e+1349'
580,0,0,inf,inf,'4.767636019426143e+1352'
581,0,0,inf,inf,'2.76999652728658908e+1355'
582,0,0,inf,inf,'1.61213797888079485e+1358'
583,0,0,inf,inf,'9.39876441687503395e+1360'
584,0,0,inf,inf,'5.48887841945501983e+1363'
585,0,0,inf,inf,'3.2109938753811866e+1366'
586,0,0,inf,inf,'1.88164241097337535e+1369'
587,0,0,inf,inf,'1.10452409524137133e+1372'
588,0,0,inf,inf,'6.49460168001926342e+1374'
589,0,0,inf,inf,'3.82532038953134615e+1377'
590,0,0,inf,inf,'2.25693902982349423e+1380'
591,0,0,inf,inf,'1.33385096662568509e+1383'
592,0,0,inf,inf,'7.89639772242405573e+1385'
593,0,0,inf,inf,'4.68256384939746505e+1388'
594,0,0,inf,inf,'2.78144292654209424e+1391'
595,0,0,inf,inf,'1.65495854129254607e+1394'
596,0,0,inf,inf,'9.86355290610357459e+1396'
597,0,0,inf,inf,'5.88854108494383403e+1399'
598,0,0,inf,inf,'3.52134756879641275e+1402'
599,0,0,inf,inf,'2.10928719370905124e+1405'
600,0,0,inf,inf,'1.26557231622543074e+1408'
601,0,0,inf,inf,'7.60608962051483876e+1410'
602,0,0,inf,inf,'4.57886595154993293e+1413'
603,0,0,inf,inf,'2.76105616878460956e+1416'
604,0,0,inf,inf,'1.66767792594590417e+1419'
605,0,0,inf,inf,'1.00894514519727203e+1422'
606,0,0,inf,inf,'6.11420757989546847e+1424'
607,0,0,inf,inf,'3.71132400099654936e+1427'
608,0,0,inf,inf,'2.25648499260590201e+1430'
609,0,0,inf,inf,'1.37419936049699433e+1433'
610,0,0,inf,inf,'8.38261609903166539e+1435'
611,0,0,inf,inf,'5.12177843650834755e+1438'
612,0,0,inf,inf,'3.1345284031431087e+1441'
613,0,0,inf,inf,'1.92146591112672563e+1444'
614,0,0,inf,inf,'1.17978006943180954e+1447'
615,0,0,inf,inf,'7.25564742700562867e+1449'
616,0,0,inf,inf,'4.46947881503546726e+1452'
617,0,0,inf,inf,'2.7576684288768833e+1455'
618,0,0,inf,inf,'1.70423908904591388e+1458'
619,0,0,inf,inf,'1.05492399611942069e+1461'
620,0,0,inf,inf,'6.54052877594040828e+1463'
621,0,0,inf,inf,'4.06166836985899354e+1466'
622,0,0,inf,inf,'2.52635772605229398e+1469'
623,0,0,inf,inf,'1.57392086333057915e+1472'
624,0,0,inf,inf,'9.82126618718281391e+1474'
625,0,0,inf,inf,'6.13829136698925869e+1477'
626,0,0,inf,inf,'3.84257039573527594e+1480'
627,0,0,inf,inf,'2.40929163812601802e+1483'
628,0,0,inf,inf,'1.51303514874313931e+1486'
629,0,0,inf,inf,'9.51699108559434628e+1488'
630,0,0,inf,inf,'5.99570438392443816e+1491'
631,0,0,inf,inf,'3.78328946625632048e+1494'
632,0,0,inf,inf,'2.39103894267399454e+1497'
633,0,0,inf,inf,'1.51352765071263855e+1500'
634,0,0,inf,inf,'9.59576530551812838e+1502'
635,0,0,inf,inf,'6.09331096900401152e+1505'
636,0,0,inf,inf,'3.87534577628655133e+1508'
637,0,0,inf,inf,'2.46859525949453319e+1511'
638,0,0,inf,inf,'1.57496377555751218e+1514'
639,0,0,inf,inf,'1.00640185258125028e+1517'
640,0,0,inf,inf,'6.4409718565200018e+1519'
641,0,0,inf,inf,'4.12866296002932116e+1522'
642,0,0,inf,inf,'2.65060162033882418e+1525'
643,0,0,inf,inf,'1.70433684187786395e+1528'
644,0,0,inf,inf,'1.09759292616934438e+1531'
645,0,0,inf,inf,'7.07947437379227127e+1533'
646,0,0,inf,inf,'4.57334044546980724e+1536'
647,0,0,inf,inf,'2.95895126821896529e+1539'
648,0,0,inf,inf,'1.9174004218058895e+1542'
649,0,0,inf,inf,'1.24439287375202229e+1545'
650,0,0,inf,inf,'8.08855367938814488e+1547'
651,0,0,inf,inf,'5.26564844528168231e+1550'
652,0,0,inf,inf,'3.43320278632365687e+1553'
653,0,0,inf,inf,'2.24188141946934794e+1556'
654,0,0,inf,inf,'1.46619044833295355e+1559'
655,0,0,inf,inf,'9.60354743658084575e+1561'
656,0,0,inf,inf,'6.29992711839703481e+1564'
657,0,0,inf,inf,'4.13905211678685187e+1567'
658,0,0,inf,inf,'2.72349629284574853e+1570'
659,0,0,inf,inf,'1.79478405698534828e+1573'
660,0,0,inf,inf,'1.18455747761032987e+1576'
661,0,0,inf,inf,'7.82992492700428042e+1578'
662,0,0,inf,inf,'5.18341030167683364e+1581'
663,0,0,inf,inf,'3.4366010300117407e+1584'
664,0,0,inf,inf,'2.28190308392779583e+1587'
665,0,0,inf,inf,'1.51746555081198422e+1590'
666,0,0,inf,inf,'1.01063205684078149e+1593'
667,0,0,inf,inf,'6.74091581912801256e+1595'
668,0,0,inf,inf,'4.50293176717751239e+1598'
669,0,0,inf,inf,'3.01246135224175579e+1601'
670,0,0,inf,inf,'2.01834910600197638e+1604'
671,0,0,inf,inf,'1.35431225012732615e+1607'
672,0,0,inf,inf,'9.10097832085563173e+1609'
673,0,0,inf,inf,'6.12495840993584015e+1612'
674,0,0,inf,inf,'4.12822196829675626e+1615'
675,0,0,inf,inf,'2.78654982860031048e+1618'
676,0,0,inf,inf,'1.88370768413380988e+1621'
677,0,0,inf,inf,'1.27527010215858929e+1624'
678,0,0,inf,inf,'8.64633129263523539e+1626'
679,0,0,inf,inf,'5.87085894769932483e+1629'
680,0,0,inf,inf,'3.99218408443554088e+1632'
681,0,0,inf,inf,'2.71867736150060334e+1635'
682,0,0,inf,inf,'1.85413796054341148e+1638'
683,0,0,inf,inf,'1.26637622705115004e+1641'
684,0,0,inf,inf,'8.66201339302986628e+1643'
685,0,0,inf,inf,'5.9334791742254584e+1646'
686,0,0,inf,inf,'4.07036671351866446e+1649'
687,0,0,inf,inf,'2.79634193218732249e+1652'
688,0,0,inf,inf,'1.92388324934487787e+1655'
689,0,0,inf,inf,'1.32555555879862085e+1658'
690,0,0,inf,inf,'9.14633335571048388e+1660'
691,0,0,inf,inf,'6.32011634879594436e+1663'
692,0,0,inf,inf,'4.3735205133667935e+1666'
693,0,0,inf,inf,'3.03084971576318789e+1669'
694,0,0,inf,inf,'2.1034097027396524e+1672'
695,0,0,inf,inf,'1.46186974340405842e+1675'
696,0,0,inf,inf,'1.01746134140922466e+1678'
697,0,0,inf,inf,'7.09170554962229587e+1680'
698,0,0,inf,inf,'4.95001047363636252e+1683'
699,0,0,inf,inf,'3.4600573210718174e+1686'
700,0,0,inf,inf,'2.42204012475027218e+1689'
701,0,0,inf,inf,'1.6978501274499408e+1692'
702,0,0,inf,inf,'1.19189078946985844e+1695'
703,0,0,inf,inf,'8.37899224997310483e+1697'
704,0,0,inf,inf,'5.8988105439810658e+1700'
705,0,0,inf,inf,'4.15866143350665139e+1703'
706,0,0,inf,inf,'2.93601497205569588e+1706'
707,0,0,inf,inf,'2.07576258524337699e+1709'
708,0,0,inf,inf,'1.46963991035231091e+1712'
709,0,0,inf,inf,'1.04197469643978843e+1715'
710,0,0,inf,inf,'7.39802034472249788e+1717'
711,0,0,inf,inf,'5.25999246509769599e+1720'
712,0,0,inf,inf,'3.74511463514955955e+1723'
713,0,0,inf,inf,'2.67026673486163596e+1726'
714,0,0,inf,inf,'1.90657044869120807e+1729'
715,0,0,inf,inf,'1.36319787081421377e+1732'
716,0,0,inf,inf,'9.76049675502977061e+1734'
717,0,0,inf,inf,'6.99827617335634552e+1737'
718,0,0,inf,inf,'5.02476229246985609e+1740'
719,0,0,inf,inf,'3.61280408828582653e+1743'
720,0,0,inf,inf,'2.6012189435657951e+1746'
721,0,0,inf,inf,'1.87547885831093827e+1749'
722,0,0,inf,inf,'1.35409573570049743e+1752'
723,0,0,inf,inf,'9.79011216911459641e+1754'
724,0,0,inf,inf,'7.0880412104389678e+1757'
725,0,0,inf,inf,'5.13882987756825165e+1760'
726,0,0,inf,inf,'3.7307904911145507e+1763'
727,0,0,inf,inf,'2.71228468704027836e+1766'
728,0,0,inf,inf,'1.97454325216532265e+1769'
729,0,0,inf,inf,'1.43944203082852021e+1772'
730,0,0,inf,inf,'1.05079268250481975e+1775'
731,0,0,inf,inf,'7.68129450911023239e+1777'
732,0,0,inf,inf,'5.62270758066869011e+1780'
733,0,0,inf,inf,'4.12144465663014985e+1783'
734,0,0,inf,inf,'3.02514037796652999e+1786'
735,0,0,inf,inf,'2.22347817780539954e+1789'
736,0,0,inf,inf,'1.63647993886477406e+1792'
737,0,0,inf,inf,'1.20608571494333848e+1795'
738,0,0,inf,inf,'8.90091257628183802e+1797'
739,0,0,inf,inf,'6.57777439387227829e+1800'
740,0,0,inf,inf,'4.86755305146548594e+1803'
741,0,0,inf,inf,'3.60685681113592508e+1806'
742,0,0,inf,inf,'2.67628775386285641e+1809'
743,0,0,inf,inf,'1.98848180112010231e+1812'
744,0,0,inf,inf,'1.47943046003335612e+1815'
745,0,0,inf,inf,'1.10217569272485031e+1818'
746,0,0,inf,inf,'8.22223066772738331e+1820'
747,0,0,inf,inf,'6.14200630879235533e+1823'
748,0,0,inf,inf,'4.59422071897668179e+1826'
749,0,0,inf,inf,'3.44107131851353466e+1829'
750,0,0,inf,inf,'2.58080348888515099e+1832'
751,0,0,inf,inf,'1.9381834201527484e+1835'
752,0,0,inf,inf,'1.45751393195486679e+1838'
753,0,0,inf,inf,'1.0975079907620147e+1841'
754,0,0,inf,inf,'8.27521025034559081e+1843'
755,0,0,inf,inf,'6.24778373901092106e+1846'
756,0,0,inf,inf,'4.72332450669225632e+1849'
757,0,0,inf,inf,'3.57555665156603804e+1852'
758,0,0,inf,inf,'2.71027194188705683e+1855'
759,0,0,inf,inf,'2.05709640389227614e+1858'
760,0,0,inf,inf,'1.56339326695812986e+1861'
761,0,0,inf,inf,'1.18974227615513683e+1864'
762,0,0,inf,inf,'9.06583614430214261e+1866'
763,0,0,inf,inf,'6.91723297810253481e+1869'
764,0,0,inf,inf,'5.2847659952703366e+1872'
765,0,0,inf,inf,'4.0428459863818075e+1875'
766,0,0,inf,inf,'3.09682002556846454e+1878'
767,0,0,inf,inf,'2.3752609596110123e+1881'
768,0,0,inf,inf,'1.82420041698125745e+1884'
769,0,0,inf,inf,'1.40281012065858698e+1887'
770,0,0,inf,inf,'1.08016379290711197e+1890'
771,0,0,inf,inf,'8.32806284331383331e+1892'
772,0,0,inf,inf,'6.42926451503827932e+1895'
773,0,0,inf,inf,'4.96982147012458991e+1898'
774,0,0,inf,inf,'3.84664181787643259e+1901'
775,0,0,inf,inf,'2.98114740885423526e+1904'
776,0,0,inf,inf,'2.31337038927088656e+1907'
777,0,0,inf,inf,'1.79748879246347886e+1910'
778,0,0,inf,inf,'1.39844628053658655e+1913'
779,0,0,inf,inf,'1.08938965253800092e+1916'
780,0,0,inf,inf,'8.49723928979640721e+1918'
781,0,0,inf,inf,'6.63634388533099403e+1921'
782,0,0,inf,inf,'5.18962091832883733e+1924'
783,0,0,inf,inf,'4.06347317905147963e+1927'
784,0,0,inf,inf,'3.18576297237636003e+1930'
785,0,0,inf,inf,'2.50082393331544262e+1933'
786,0,0,inf,inf,'1.9656476115859379e+1936'
787,0,0,inf,inf,'1.54696467031813313e+1939'
788,0,0,inf,inf,'1.21900816021068891e+1942'
789,0,0,inf,inf,'9.61797438406233546e+1944'
790,0,0,inf,inf,'7.59819976340924502e+1947'
791,0,0,inf,inf,'6.01017601285671281e+1950'
792,0,0,inf,inf,'4.76005940218251654e+1953'
793,0,0,inf,inf,'3.77472710593073562e+1956'
794,0,0,inf,inf,'2.99713332210900408e+1959'
795,0,0,inf,inf,'2.38272099107665824e+1962'
796,0,0,inf,inf,'1.89664590889701996e+1965'
797,0,0,inf,inf,'1.51162678939092491e+1968'
798,0,0,inf,inf,'1.20627817793395808e+1971'
799,0,0,inf,inf,'9.63816264169232505e+1973'
800,0,0,inf,inf,'7.71053011335386004e+1976'
801,0,0,inf,inf,'6.17613462079644189e+1979'
802,0,0,inf,inf,'4.9532599658787464e+1982'
803,0,0,inf,inf,'3.97746775260063336e+1985'
804,0,0,inf,inf,'3.19788407309090922e+1988'
805,0,0,inf,inf,'2.57429667883818192e+1991'
806,0,0,inf,inf,'2.07488312314357463e+1994'
807,0,0,inf,inf,'1.67443068037686472e+1997'
808,0,0,inf,inf,'1.3529399897445067e+2000'
809,0,0,inf,inf,'1.09452845170330592e+2003'
810,0,0,inf,inf,'8.86568045879677794e+2005'
811,0,0,inf,inf,'7.19006685208418691e+2008'
812,0,0,inf,inf,'5.83833428389235977e+2011'
813,0,0,inf,inf,'4.74656577280448849e+2014'
814,0,0,inf,inf,'3.86370453906285363e+2017'
815,0,0,inf,inf,'3.14891919933622571e+2020'
816,0,0,inf,inf,'2.56951806665836018e+2023'
817,0,0,inf,inf,'2.09929626045988027e+2026'
818,0,0,inf,inf,'1.71722434105618206e+2029'
819,0,0,inf,inf,'1.40640673532501311e+2032'
820,0,0,inf,inf,'1.15325352296651075e+2035'
821,0,0,inf,inf,'9.46821142355505323e+2037'
822,0,0,inf,inf,'7.78286979016225376e+2040'
823,0,0,inf,inf,'6.40530183730353484e+2043'
824,0,0,inf,inf,'5.27796871393811271e+2046'
825,0,0,inf,inf,'4.35432418899894298e+2049'
826,0,0,inf,inf,'3.59667178011312691e+2052'
827,0,0,inf,inf,'2.97444756215355595e+2055'
828,0,0,inf,inf,'2.46284258146314433e+2058'
829,0,0,inf,inf,'2.04169650003294665e+2061'
830,0,0,inf,inf,'1.69460809502734572e+2064'
831,0,0,inf,inf,'1.40821932696772429e+2067'
832,0,0,inf,inf,'1.17163848003714661e+2070'
833,0,0,inf,inf,'9.75974853870943126e+2072'
834,0,0,inf,inf,'8.13963028128366567e+2075'
835,0,0,inf,inf,'6.79659128487186084e+2078'
836,0,0,inf,inf,'5.68195031415287566e+2081'
837,0,0,inf,inf,'4.75579241294595693e+2084'
838,0,0,inf,inf,'3.9853540420487119e+2087'
839,0,0,inf,inf,'3.34371204127886929e+2090'
840,0,0,inf,inf,'2.8087181146742502e+2093'
841,0,0,inf,inf,'2.36213193444104442e+2096'
842,0,0,inf,inf,'1.9889150887993594e+2099'
843,0,0,inf,inf,'1.67665541985785998e+2102'
844,0,0,inf,inf,'1.41509717436003382e+2105'
845,0,0,inf,inf,'1.19575711233422858e+2108'
846,0,0,inf,inf,'1.01161051703475738e+2111'
847,0,0,inf,inf,'8.56834107928439498e+2113'
848,0,0,inf,inf,'7.26595323523316694e+2116'
849,0,0,inf,inf,'6.16879429671295873e+2119'
850,0,0,inf,inf,'5.24347515220601492e+2122'
851,0,0,inf,inf,'4.4621973545273187e+2125'
852,0,0,inf,inf,'3.80179214605727553e+2128'
853,0,0,inf,inf,'3.24292870058685603e+2131'
854,0,0,inf,inf,'2.76946111030117505e+2134'
855,0,0,inf,inf,'2.36788924930750467e+2137'
856,0,0,inf,inf,'2.02691319740722399e+2140'
857,0,0,inf,inf,'1.73706461017799096e+2143'
858,0,0,inf,inf,'1.49040143553271625e+2146'
859,0,0,inf,inf,'1.28025483312260326e+2149'
860,0,0,inf,inf,'1.1010191564854388e+2152'
861,0,0,inf,inf,'9.47977493733962807e+2154'
862,0,0,inf,inf,'8.1715659959867594e+2157'
863,0,0,inf,inf,'7.05206145453657336e+2160'
864,0,0,inf,inf,'6.09298109671959938e+2163'
865,0,0,inf,inf,'5.27042864866245346e+2166'
866,0,0,inf,inf,'4.5641912097416847e+2169'
867,0,0,inf,inf,'3.95715377884604064e+2172'
868,0,0,inf,inf,'3.43480948003836327e+2175'
869,0,0,inf,inf,'2.98484943815333768e+2178'
870,0,0,inf,inf,'2.59681901119340378e+2181'
871,0,0,inf,inf,'2.2618293587494547e+2184'
872,0,0,inf,inf,'1.97231520082952449e+2187'
873,0,0,inf,inf,'1.72183117032417488e+2190'
874,0,0,inf,inf,'1.50488044286332885e+2193'
875,0,0,inf,inf,'1.31677038750541274e+2196'
876,0,0,inf,inf,'1.15349085945474156e+2199'
877,0,0,inf,inf,'1.01161148374180835e+2202'
878,0,0,inf,inf,'8.88194882725307732e+2204'
879,0,0,inf,inf,'7.80723301915545496e+2207'
880,0,0,inf,inf,'6.87036505685680036e+2210'
881,0,0,inf,inf,'6.05279161509084112e+2213'
882,0,0,inf,inf,'5.33856220451012187e+2216'
883,0,0,inf,inf,'4.71395042658243761e+2219'
884,0,0,inf,inf,'4.16713217709887485e+2222'
885,0,0,inf,inf,'3.68791197673250424e+2225'
886,0,0,inf,inf,'3.26749001138499876e+2228'
887,0,0,inf,inf,'2.8982636400984939e+2231'
888,0,0,inf,inf,'2.57365811240746258e+2234'
889,0,0,inf,inf,'2.28798206193023423e+2237'
890,0,0,inf,inf,'2.03630403511790847e+2240'
891,0,0,inf,inf,'1.81434689529005645e+2243'
892,0,0,inf,inf,'1.61839743059873035e+2246'
893,0,0,inf,inf,'1.4452289055246662e+2249'
894,0,0,inf,inf,'1.29203464153905158e+2252'
895,0,0,inf,inf,'1.15637100417745117e+2255'
896,0,0,inf,inf,'1.03610841974299625e+2258'
897,0,0,inf,inf,'9.29389252509467633e+2260'
898,0,0,inf,inf,'8.34591548753501935e+2263'
899,0,0,inf,inf,'7.50297802329398239e+2266'
900,0,0,inf,inf,'6.75268022096458415e+2269'
901,0,0,inf,inf,'6.08416487908909032e+2272'
902,0,0,inf,inf,'5.48791672093835947e+2275'
903,0,0,inf,inf,'4.9555887990073386e+2278'
904,0,0,inf,inf,'4.4798522743026341e+2281'
905,0,0,inf,inf,'4.05426630824388386e+2284'
906,0,0,inf,inf,'3.67316527526895878e+2287'
907,0,0,inf,inf,'3.33156090466894561e+2290'
908,0,0,inf,inf,'3.02505730143940261e+2293'
909,0,0,inf,inf,'2.74977708700841698e+2296'
910,0,0,inf,inf,'2.50229714917765945e+2299'
911,0,0,inf,inf,'2.27959270290084776e+2302'
912,0,0,inf,inf,'2.07898854504557315e+2305'
913,0,0,inf,inf,'1.89811654162660829e+2308'
914,0,0,inf,inf,'1.73487851904671998e+2311'
915,0,0,inf,inf,'1.58741384492774878e+2314'
916,0,0,inf,inf,'1.45407108195381788e+2317'
917,0,0,inf,inf,'1.333383182151651e+2320'
918,0,0,inf,inf,'1.22404576121521562e+2323'
919,0,0,inf,inf,'1.12489805455678315e+2326'
920,0,0,inf,inf,'1.0349062101922405e+2329'
921,0,0,inf,inf,'9.53148619587053499e+2331'
922,0,0,inf,inf,'8.78803027259263326e+2334'
923,0,0,inf,inf,'8.1113519416030005e+2337'
924,0,0,inf,inf,'7.49488919404117246e+2340'
925,0,0,inf,inf,'6.93277250448808453e+2343'
926,0,0,inf,inf,'6.41974733915596627e+2346'
927,0,0,inf,inf,'5.95110578339758074e+2349'
928,0,0,inf,inf,'5.52262616699295492e+2352'
929,0,0,inf,inf,'5.13051970913645512e+2355'
930,0,0,inf,inf,'4.77138332949690326e+2358'
931,0,0,inf,inf,'4.44215787976161694e+2361'
932,0,0,inf,inf,'4.14009114393782699e+2364'
933,0,0,inf,inf,'3.86270503729399258e+2367'
934,0,0,inf,inf,'3.60776650483258907e+2370'
935,0,0,inf,inf,'3.37326168201847078e+2373'
936,0,0,inf,inf,'3.15737293436928865e+2376'
937,0,0,inf,inf,'2.95845843950402346e+2379'
938,0,0,inf,inf,'2.77503401625477401e+2382'
939,0,0,inf,inf,'2.6057569412632328e+2385'
940,0,0,inf,inf,'2.44941152478743883e+2388'
941,0,0,inf,inf,'2.30489624482497994e+2391'
942,0,0,inf,inf,'2.1712122626251311e+2394'
943,0,0,inf,inf,'2.04745316365549863e+2397'
944,0,0,inf,inf,'1.9327957864907907e+2400'
945,0,0,inf,inf,'1.82649201823379722e+2403'
946,0,0,inf,inf,'1.72786144924917217e+2406'
947,0,0,inf,inf,'1.63628479243896604e+2409'
948,0,0,inf,inf,'1.55119798323213981e+2412'
949,0,0,inf,inf,'1.47208688608730068e+2415'
950,0,0,inf,inf,'1.39848254178293564e+2418'
951,0,0,inf,inf,'1.3299568972355718e+2421'
952,0,0,inf,inf,'1.26611896616826435e+2424'
953,0,0,inf,inf,'1.20661137475835593e+2427'
954,0,0,inf,inf,'1.15110725151947155e+2430'
955,0,0,inf,inf,'1.09930742520109533e+2433'
956,0,0,inf,inf,'1.05093789849224714e+2436'
957,0,0,inf,inf,'1.00574756885708051e+2439'
958,0,0,inf,inf,'9.6350617096508313e+2441'
959,0,0,inf,inf,'9.24002417955514722e+2444'
960,0,0,inf,inf,'8.87042321237294133e+2447'
961,0,0,inf,inf,'8.52447670709039662e+2450'
962,0,0,inf,inf,'8.20054659222096155e+2453'
963,0,0,inf,inf,'7.89712636830878597e+2456'
964,0,0,inf,inf,'7.61282981904966967e+2459'
965,0,0,inf,inf,'7.34638077538293123e+2462'
966,0,0,inf,inf,'7.09660382901991157e+2465'
967,0,0,inf,inf,'6.86241590266225449e+2468'
968,0,0,inf,inf,'6.64281859377706235e+2471'
969,0,0,inf,inf,'6.43689121736997341e+2474'
970,0,0,inf,inf,'6.24378448084887421e+2477'
971,0,0,inf,inf,'6.06271473090425686e+2480'
972,0,0,inf,inf,'5.89295871843893767e+2483'
973,0,0,inf,inf,'5.73384883304108635e+2486'
974,0,0,inf,inf,'5.58476876338201811e+2489'
975,0,0,inf,inf,'5.44514954429746765e+2492'
976,0,0,inf,inf,'5.31446595523432843e+2495'
977,0,0,inf,inf,'5.19223323826393888e+2498'
978,0,0,inf,inf,'5.07800410702213222e+2501'
979,0,0,inf,inf,'4.97136602077466744e+2504'
980,0,0,inf,inf,'4.87193870035917409e+2507'
981,0,0,inf,inf,'4.77937186505234979e+2510'
982,0,0,inf,inf,'4.69334317148140749e+2513'
983,0,0,inf,inf,'4.61355633756622356e+2516'
984,0,0,inf,inf,'4.53973943616516399e+2519'
985,0,0,inf,inf,'4.47164334462268653e+2522'
986,0,0,inf,inf,'4.40904033779796891e+2525'
987,0,0,inf,inf,'4.35172281340659532e+2528'
988,0,0,inf,inf,'4.29950213964571618e+2531'
989,0,0,inf,inf,'4.2522076161096133e+2534'
990,0,0,inf,inf,'4.20968553994851716e+2537'
991,0,0,inf,inf,'4.17179837008898051e+2540'
992,0,0,inf,inf,'4.13842398312826867e+2543'
993,0,0,inf,inf,'4.10945501524637079e+2546'
994,0,0,inf,inf,'4.08479828515489256e+2549'
995,0,0,inf,inf,'4.0643742937291181e+2552'
996,0,0,inf,inf,'4.04811679655420163e+2555'
997,0,0,inf,inf,'4.03597244616453902e+2558'
998,0,0,inf,inf,'4.02790050127220994e+2561'
999,0,0,inf,inf,'4.02387260077093773e+2564'
1000,0,0,inf,inf,'4.02387260077093773e+2567'
1001,0,0,inf,inf,'4.02789647337170867e+2570'
1002,0,0,inf,inf,'4.03595226631845209e+2573'
1003,0,0,inf,inf,'4.04806012311740744e+2576'
1004,0,0,inf,inf,'4.06425236360987707e+2579'
1005,0,0,inf,inf,'4.08457362542792646e+2582'
1006,0,0,inf,inf,'4.10908106718049402e+2585'
1007,0,0,inf,inf,'4.13784463465075748e+2588'
1008,0,0,inf,inf,'4.17094739172796354e+2591'
1009,0,0,inf,inf,'4.20848591825351521e+2594'
1010,0,0,inf,inf,'4.25057077743605036e+2597'
1011,0,0,inf,inf,'4.29732705598784691e+2600'
1012,0,0,inf,inf,'4.34889498065970108e+2603'
1013,0,0,inf,inf,'4.40543061540827719e+2606'
1014,0,0,inf,inf,'4.46710664402399307e+2609'
1015,0,0,inf,inf,'4.53411324368435297e+2612'
1016,0,0,inf,inf,'4.60665905558330262e+2615'
1017,0,0,inf,inf,'4.68497225952821876e+2618'
1018,0,0,inf,inf,'4.7693017601997267e+2621'
1019,0,0,inf,inf,'4.85991849364352151e+2624'
1020,0,0,inf,inf,'4.95711686351639193e+2627'
1021,0,0,inf,inf,'5.06121631765023617e+2630'
1022,0,0,inf,inf,'5.17256307663854136e+2633'
1023,0,0,inf,inf,'5.29153202740122781e+2636'
1024,0,0,inf,inf,'5.41852879605885728e+2639'
1025,0,0,inf,inf,'5.55399201596032871e+2642'
1026,0,0,inf,inf,'5.69839580837529726e+2645'
1027,0,0,inf,inf,'5.85225249520143028e+2648'
1028,0,0,inf,inf,'6.01611556506707033e+2651'
1029,0,0,inf,inf,'6.19058291645401537e+2654'
1030,0,0,inf,inf,'6.37630040394763583e+2657'
1031,0,0,inf,inf,'6.57396571647001254e+2660'
1032,0,0,inf,inf,'6.78433261939705295e+2663'
1033,0,0,inf,inf,'7.00821559583715569e+2666'
